1085;24826;-8191;0
0;3368;-3832;15580;0
0;3392;-3892;15564;0
0;3424;-3824;15548;0
0;3408;-3808;15604;0
0;3408;-3824;15724;0
0;3440;-3948;15600;0
0;3380;-3936;15464;0
0;3304;-3904;15536;0
0;3320;-3840;15392;0
0;3360;-3876;15500;0
0;3360;-3876;15500;0
0;3448;-3892;15480;0
0;3404;-3828;15616;0
0;3400;-3892;15652;0
0;3296;-3940;15664;0
0;3400;-3896;15660;0
0;3428;-3976;15684;0
0;3356;-3920;15708;0
0;3356;-3920;15708;0
0;3404;-3920;15656;0
0;3352;-3900;15636;0
0;3348;-3920;15608;0
0;3328;-3912;15684;0
0;3316;-3972;15744;0
0;3360;-3832;15788;0
0;3360;-3832;15788;0
0;3344;-3816;15728;0
0;3424;-3912;15676;0
0;3292;-3940;15740;0
0;3328;-3892;15832;0
0;3348;-3888;15772;0
0;3312;-3860;15840;0
0;3348;-3852;15752;0
0;3312;-3900;15784;0
0;3260;-3876;15752;0
0;3260;-3876;15752;0
0;3248;-3816;15672;0
0;3296;-3820;15752;0
0;3408;-3848;15656;0
0;3332;-3824;15788;0
0;3376;-3788;15788;0
0;3392;-3864;15720;0
0;3356;-3976;15660;0
0;3372;-4052;15712;0
0;3416;-3872;15712;0
0;3416;-3872;15712;0
0;3376;-3860;15664;0
0;3292;-3828;15700;0
0;3336;-3784;15508;0
0;3424;-3864;15636;0
0;3312;-3900;15656;0
0;3364;-3804;15696;0
0;3328;-3768;15736;0
0;3396;-3760;15808;0
0;3380;-3764;15688;0
0;3380;-3764;15688;0
0;3396;-3784;15720;0
0;3348;-3768;15632;0
0;3352;-3760;15796;0
0;3456;-3740;15768;0
0;3464;-3772;15596;0
0;3392;-3660;15676;0
0;3480;-3720;15728;0
0;3336;-3720;15752;0
0;3448;-3708;15620;0
0;3448;-3708;15620;0
0;3264;-3680;15776;0
0;3284;-3668;15656;0
0;3396;-3780;15724;0
0;3372;-3688;15748;0
0;3328;-3708;15632;0
0;3368;-3732;15700;0
0;3376;-3648;15776;0
0;3368;-3748;15656;0
0;3352;-3608;15724;0
0;3352;-3608;15724;0
0;3436;-3580;15732;0
0;3424;-3620;15712;0
0;3504;-3672;15732;0
0;3456;-3768;15740;0
0;3452;-3684;15596;0
0;3360;-3580;15768;0
0;3492;-3620;15716;0
0;3376;-3636;15820;0
0;3468;-3600;15860;0
0;3468;-3600;15860;0
0;3404;-3552;15636;0
0;3336;-3620;15744;0
0;3364;-3668;15728;0
0;3444;-3604;15624;0
0;3508;-3584;15888;0
0;3432;-3592;15764;0
0;3364;-3656;15568;0
0;3448;-3728;15620;0
0;3420;-3700;15660;0
0;3464;-3620;15700;0
0;3464;-3620;15700;0
0;3500;-3596;15808;0
0;3368;-3648;15688;0
0;3556;-3596;15632;0
0;3484;-3632;15668;0
0;3512;-3588;15700;0
0;3364;-3564;15664;0
0;3360;-3556;15736;0
0;3452;-3576;15680;0
0;3528;-3588;15524;0
0;3528;-3588;15524;0
0;3480;-3564;15604;0
0;3484;-3580;15544;0
0;3440;-3688;15768;0
0;3424;-3524;15812;0
0;3492;-3512;15592;0
0;3476;-3628;15564;0
0;3332;-3592;15648;0
0;3412;-3596;15604;0
0;3468;-3588;15636;0
0;3468;-3588;15636;0
0;3536;-3560;15612;0
0;3468;-3696;15528;0
0;3520;-3652;15512;0
0;3424;-3560;15752;0
0;3456;-3508;15720;0
0;3388;-3540;15632;0
0;3356;-3576;15536;0
0;3460;-3648;15692;0
0;3432;-3624;15696;0
0;3432;-3624;15696;0
0;3452;-3616;15608;0
0;3420;-3540;15628;0
0;3360;-3564;15600;0
0;3460;-3636;15620;0
0;3492;-3620;15528;0
0;3540;-3648;15608;0
0;3464;-3680;15608;0
0;3516;-3528;15564;0
0;3540;-3624;15620;0
0;3540;-3624;15620;0
0;3420;-3616;15560;0
0;3460;-3688;15524;0
0;3540;-3656;15656;0
0;3500;-3648;15680;0
0;3436;-3664;15688;0
0;3436;-3648;15564;0
0;3444;-3656;15420;0
0;3504;-3680;15632;0
0;3508;-3668;15580;0
0;3508;-3668;15580;0
0;3468;-3680;15624;0
0;3588;-3656;15640;0
0;3464;-3648;15484;0
0;3484;-3760;15640;0
0;3516;-3708;15688;0
0;3472;-3656;15644;0
0;3468;-3616;15556;0
0;3488;-3612;15680;0
0;3572;-3740;15644;0
0;3572;-3740;15644;0
0;3476;-3688;15572;0
0;3448;-3560;15648;0
0;3484;-3628;15704;0
0;3412;-3696;15688;0
0;3444;-3772;15748;0
0;3344;-3660;15604;0
0;3404;-3628;15676;0
0;3516;-3668;15764;0
0;3432;-3592;15564;0
0;3432;-3592;15564;0
0;3444;-3568;15524;0
0;3316;-3680;15744;0
0;3384;-3656;15776;0
0;3396;-3684;15716;0
0;3484;-3584;15788;0
0;3432;-3596;15724;0
0;3484;-3672;15676;0
0;3496;-3776;15660;0
0;3412;-3664;15768;0
0;3412;-3664;15768;0
0;3408;-3620;15776;0
0;3376;-3656;15764;0
0;3308;-3620;15712;0
0;3432;-3628;15724;0
0;3456;-3620;15828;0
0;3456;-3636;15796;0
0;3348;-3604;15840;0
0;3540;-3556;15756;0
0;3484;-3596;15704;0
0;3484;-3596;15704;0
0;3424;-3600;15684;0
0;3344;-3548;15764;0
0;3432;-3532;15804;0
0;3512;-3596;15748;0
0;3480;-3688;15772;0
0;3464;-3652;15876;0
0;3404;-3624;15920;0
0;3364;-3564;15852;0
0;3452;-3508;15752;0
0;3452;-3508;15752;0
0;3364;-3568;15736;0
0;3392;-3676;15668;0
0;3332;-3632;15796;0
0;3428;-3672;15820;0
0;3328;-3548;15860;0
0;3444;-3592;15764;0
0;3428;-3636;15600;0
0;3404;-3548;15816;0
0;3436;-3560;15844;0
0;3436;-3560;15844;0
0;3348;-3584;15696;0
0;3332;-3696;15748;0
0;3428;-3708;15768;0
0;3376;-3648;15708;0
0;3480;-3668;15660;0
0;3492;-3644;15592;0
0;3552;-3652;15652;0
0;3428;-3668;15640;0
0;3488;-3692;15744;0
0;3488;-3692;15744;0
0;3584;-3732;15796;0
0;3460;-3764;15756;0
0;3536;-3800;15632;0
0;3484;-3720;15572;0
0;3480;-3716;15580;0
0;3540;-3652;15600;0
0;3476;-3644;15636;0
0;3416;-3684;15604;0
0;3420;-3580;15568;0
0;3420;-3580;15568;0
0;3408;-3604;15664;0
0;3472;-3636;15572;0
0;3476;-3668;15624;0
0;3444;-3728;15696;0
0;3476;-3760;15580;0
0;3468;-3644;15540;0
0;3476;-3656;15632;0
0;3492;-3608;15632;0
0;3552;-3664;15592;0
0;3604;-3740;15636;0
0;3604;-3740;15636;0
0;3360;-3724;15524;0
0;3432;-3660;15544;0
0;3472;-3812;15576;0
0;3500;-3756;15632;0
0;3440;-3752;15648;0
0;3380;-3716;15620;0
0;3416;-3740;15668;0
0;3456;-3748;15648;0
0;3348;-3668;15608;0
0;3348;-3668;15608;0
0;3448;-3656;15604;0
0;3484;-3724;15536;0
0;3528;-3620;15628;0
0;3424;-3600;15592;0
0;3416;-3680;15600;0
0;3328;-3788;15700;0
0;3420;-3692;15604;0
0;3516;-3688;15496;0
0;3384;-3700;15728;0
0;3384;-3700;15728;0
0;3420;-3728;15632;0
0;3392;-3708;15764;0
0;3464;-3620;15772;0
0;3476;-3732;15712;0
0;3412;-3752;15676;0
0;3356;-3620;15768;0
0;3372;-3636;15796;0
0;3412;-3585;-1;0
0;3376;-3668;15700;0
0;3376;-3668;15700;0
0;3412;-3604;15688;0
0;3448;-3612;15528;0
0;3480;-3620;15668;0
0;3488;-3568;15608;0
0;3444;-3692;15652;0
0;3428;-3692;15792;0
0;3468;-3608;15684;0
0;3516;-3644;15648;0
0;3540;-3528;15636;0
0;3540;-3528;15636;0
0;3464;-3580;15808;0
0;3488;-3648;15764;0
0;3516;-3648;15708;0
0;3576;-3608;15852;0
0;3424;-3568;15700;0
0;3544;-3556;15644;0
0;3344;-3596;15752;0
0;3408;-3632;15648;0
0;3588;-3724;15688;0
0;3588;-3724;15688;0
0;3520;-3636;15644;0
0;3476;-3712;15748;0
0;3580;-3660;15796;0
0;3416;-3608;15760;0
0;3420;-3660;15724;0
0;3420;-3636;15724;0
0;3520;-3608;15544;0
0;3424;-3596;15732;0
0;3504;-3568;15700;0
0;3504;-3568;15700;0
0;3504;-3500;15648;0
0;3524;-3616;15584;0
0;3364;-3720;15660;0
0;3484;-3616;15604;0
0;3532;-3664;15656;0
0;3504;-3588;15876;0
0;3412;-3524;15876;0
0;3328;-3624;15736;0
0;3424;-3536;15688;0
0;3424;-3536;15688;0
0;3408;-3592;15580;0
0;3360;-3636;15700;0
0;3340;-3608;15784;0
0;3404;-3524;15760;0
0;3492;-3644;15832;0
0;3356;-3600;15844;0
0;3376;-3612;15736;0
0;3348;-3624;15748;0
0;3324;-3532;15664;0
0;3324;-3532;15664;0
0;3344;-3548;15712;0
0;3252;-3564;15596;0
0;3272;-3604;15680;0
0;3280;-3560;15692;0
0;3304;-3496;15652;0
0;3360;-3628;15688;0
0;3292;-3604;15608;0
0;3292;-3580;15792;0
0;3400;-3572;15676;0
0;3400;-3572;15676;0
0;3364;-3572;15632;0
0;3428;-3628;15688;0
0;3368;-3528;15660;0
0;3320;-3444;15604;0
0;3364;-3596;15728;0
0;3300;-3616;15688;0
0;3408;-3704;15648;0
0;3424;-3640;15736;0
0;3340;-3596;15636;0
0;3340;-3596;15636;0
0;3308;-3644;15724;0
0;3392;-3640;15700;0
0;3392;-3640;15700;0
0;3348;-3728;15500;0
0;3348;-3728;15500;0
0;3508;-3592;15524;0
0;3428;-3648;15644;0
0;3420;-3708;15600;0
0;3412;-3648;15652;0
0;3456;-3696;15640;0
0;3380;-3736;15656;0
0;3420;-3716;15712;0
0;3476;-3784;15612;0
0;3356;-3716;15596;0
0;3356;-3716;15596;0
0;3364;-3596;15796;0
0;3476;-3708;15776;0
0;3400;-3732;15652;0
0;3504;-3824;15648;0
0;3404;-3776;15636;0
0;3488;-3796;15544;0
0;3348;-3760;15636;0
0;3456;-3740;15660;0
0;3532;-3744;15652;0
0;3532;-3744;15652;0
0;3440;-3708;15684;0
0;3492;-3740;15684;0
0;3456;-3704;15732;0
0;3468;-3824;15672;0
0;3440;-3888;15600;0
0;3468;-3832;15716;0
0;3588;-3800;15696;0
0;3520;-3800;15644;0
0;3544;-3792;15612;0
0;3544;-3792;15612;0
0;3588;-3728;15540;0
0;3612;-3760;15600;0
0;3616;-3804;15620;0
0;3508;-3732;15768;0
0;3584;-3780;15796;0
0;3672;-3840;15724;0
0;3608;-3804;15596;0
0;3612;-3792;15704;0
0;3684;-3808;15648;0
0;3684;-3808;15648;0
0;3628;-3800;15676;0
0;3620;-3772;15756;0
0;3560;-3732;15632;0
0;3548;-3700;15588;0
0;3564;-3800;15700;0
0;3560;-3852;15724;0
0;3524;-3792;15760;0
0;3568;-3860;15720;0
0;3504;-3748;15672;0
0;3504;-3748;15672;0
0;3548;-3732;15728;0
0;3548;-3844;15628;0
0;3552;-3732;15620;0
0;3440;-3784;15744;0
0;3492;-3740;15780;0
0;3456;-3792;15592;0
0;3576;-3772;15644;0
0;3520;-3772;15752;0
0;3564;-3776;15660;0
0;3564;-3776;15660;0
0;3364;-3768;15580;0
0;3360;-3840;15716;0
0;3368;-3684;15644;0
0;3400;-3740;15716;0
0;3540;-3676;15748;0
0;3380;-3712;15704;0
0;3396;-3724;15692;0
0;3476;-3700;15728;0
0;3396;-3756;15544;0
0;3396;-3756;15544;0
0;3424;-3780;15440;0
0;4097;-15359;20735;0
0;3396;-3728;15640;0
0;3348;-3704;15760;0
0;3380;-3660;15684;0
0;3392;-3640;15640;0
0;3408;-3620;15652;0
0;3388;-3664;15640;0
0;3372;-3772;15680;0
0;3372;-3772;15680;0
0;3432;-3716;15800;0
0;3380;-3624;15652;0
0;3452;-3688;15536;0
0;3424;-3712;15560;0
0;3392;-3616;15648;0
0;3488;-3576;15660;0
0;3376;-3616;15684;0
0;3484;-3620;15784;0
0;3500;-3516;15680;0
0;3404;-3648;15680;0
0;3404;-3648;15680;0
0;15680;-1248;373;0
0;3404;-3572;15736;0
0;3408;-3652;15788;0
0;3388;-3592;15844;0
0;3348;-3620;15884;0
0;3384;-3524;15760;0
0;3360;-3444;15800;0
0;3368;-3608;15844;0
0;3356;-3616;15796;0
0;3480;-3560;15684;0
0;3476;-3516;15776;0
0;3476;-3516;15776;0
0;3480;-3552;15792;0
0;3384;-3560;15884;0
0;3412;-3540;15776;0
0;3428;-3524;15652;0
0;3440;-3572;15720;0
0;3460;-3540;15792;0
0;3436;-3636;15612;0
0;3464;-3620;15820;0
0;3500;-3624;15828;0
0;3500;-3624;15828;0
0;3484;-3588;15724;0
0;3500;-3556;15792;0
0;3368;-3604;15688;0
0;3548;-3672;15632;0
0;3484;-3620;15772;0
0;3552;-3524;15836;0
0;3512;-3556;15656;0
0;3468;-3444;15620;0
0;3472;-3460;15592;0
0;3472;-3460;15592;0
0;3616;-3600;15748;0
0;3524;-3588;15668;0
0;3480;-3672;15684;0
0;3508;-3660;15700;0
0;3488;-3600;15700;0
0;3424;-3588;15628;0
0;3492;-3536;15620;0
0;3520;-3552;15656;0
0;3592;-3580;15528;0
0;3592;-3580;15528;0
0;3572;-3612;15516;0
0;3628;-3584;15656;0
0;3500;-3644;15712;0
0;3476;-3600;15752;0
0;3540;-3596;15684;0
0;3528;-3636;15640;0
0;3508;-3660;15624;0
0;3568;-3560;15500;0
0;3616;-3620;15688;0
0;3616;-3620;15688;0
0;3412;-3608;15616;0
0;3480;-3728;15620;0
0;3568;-3756;15544;0
0;3428;-3624;15556;0
0;3532;-3660;15572;0
0;3456;-3696;15560;0
0;3556;-3640;15648;0
0;3484;-3668;15696;0
0;3452;-3728;15728;0
0;3452;-3728;15728;0
0;3472;-3648;15688;0
0;3536;-3596;15676;0
0;3496;-3652;15664;0
0;3416;-3628;15732;0
0;3476;-3616;15660;0
0;3456;-3680;15736;0
0;3512;-3688;15600;0
0;3520;-3732;15592;0
0;3360;-3700;15580;0
0;3360;-3700;15580;0
0;3304;-3640;15608;0
0;3380;-3604;15552;0
0;3436;-3556;15524;0
0;3388;-3572;15620;0
0;3408;-3584;15596;0
0;3452;-3732;15628;0
0;3372;-3712;15628;0
0;3432;-3668;15596;0
0;3440;-3680;15712;0
0;3440;-3680;15712;0
0;3420;-3740;15712;0
0;3408;-3676;15628;0
0;3460;-3620;15696;0
0;3432;-3684;15592;0
0;3344;-3632;15564;0
0;3412;-3676;15592;0
0;3456;-3648;15624;0
0;3456;-3700;15724;0
0;3524;-3692;15624;0
0;3524;-3692;15624;0
0;3532;-3660;15508;0
0;3596;-3560;15560;0
0;8194;15617;-26626;0
0;3568;-3552;15708;0
0;3476;-3620;15528;0
0;3616;-3580;15464;0
0;3500;-3568;15484;0
0;3468;-3616;15636;0
0;3468;-3532;15684;0
0;3468;-3532;15684;0
0;3508;-3624;15608;0
0;3488;-3624;15580;0
0;3412;-3612;15632;0
0;3416;-3692;15644;0
0;3452;-3712;15584;0
0;3412;-3728;15520;0
0;3360;-3656;15636;0
0;3400;-3652;15652;0
0;3464;-3672;15576;0
0;3464;-3672;15576;0
0;3328;-3748;15600;0
0;3424;-3700;15740;0
0;3260;-3640;15676;0
0;3304;-3612;15632;0
0;3372;-3676;15828;0
0;3348;-3764;15804;0
0;3252;-3804;15688;0
0;3276;-3708;15780;0
0;3200;-3692;15776;0
0;3200;-3692;15776;0
0;3368;-3768;15744;0
0;3300;-3764;15776;0
0;3356;-3776;15724;0
0;3328;-3776;15656;0
0;3344;-3720;15848;0
0;3328;-3788;15776;0
0;3308;-3884;15668;0
0;3328;-3872;15844;0
0;3352;-3848;15736;0
0;3352;-3848;15736;0
0;3320;-3744;15824;0
0;3400;-3804;15724;0
0;3376;-3872;15808;0
0;3396;-3824;15880;0
0;3320;-3948;15892;0
0;3484;-3936;15804;0
0;3444;-3848;15752;0
0;3496;-3796;15648;0
0;3456;-3796;15520;0
0;3456;-3796;15520;0
0;3504;-3756;15752;0
0;3644;-3892;15800;0
0;3644;-3892;15800;0
0;3588;-3904;15888;0
0;3564;-3788;15852;0
0;3568;-3788;15636;0
0;3580;-3876;15660;0
0;3444;-3768;15844;0
0;3532;-3704;15856;0
0;3592;-3736;15824;0
0;3548;-3820;15744;0
0;3620;-3780;15716;0
0;3648;-3664;15672;0
0;3648;-3664;15672;0
0;3636;-3756;15592;0
0;3624;-3732;15648;0
0;3636;-3728;15772;0
0;3672;-3692;15680;0
0;3620;-3692;15696;0
0;3608;-3788;15648;0
0;3548;-3696;15664;0
0;3568;-3712;15716;0
0;3592;-3692;15660;0
0;3592;-3692;15660;0
0;3620;-3684;15592;0
0;3548;-3636;15680;0
0;3580;-3660;15492;0
0;3708;-3716;15524;0
0;3656;-3736;15620;0
0;3536;-3744;15600;0
0;3580;-3744;15556;0
0;3564;-3704;15688;0
0;3592;-3692;15672;0
0;3576;-3668;15536;0
0;3576;-3668;15536;0
0;3576;-3668;15536;0
0;3532;-3700;15604;0
0;3468;-3608;15556;0
0;3468;-3608;15556;0
0;3496;-3616;15548;0
0;3428;-3544;15684;0
0;3380;-3592;15684;0
0;3532;-3664;15564;0
0;3456;-3680;15460;0
0;3348;-3704;15564;0
0;3256;-3608;15536;0
0;3404;-3640;15532;0
0;3460;-3568;15548;0
0;3460;-3568;15548;0
0;3336;-3560;15528;0
0;3348;-3620;15560;0
0;3440;-3652;15716;0
0;3380;-3712;15752;0
0;3412;-3672;15584;0
0;3300;-3660;15544;0
0;3344;-3676;15688;0
0;3292;-3696;15576;0
0;3232;-3740;15576;0
0;3232;-3740;15576;0
0;3300;-3752;15716;0
0;3332;-3748;15600;0
0;3348;-3716;15692;0
0;3368;-3684;15596;0
0;3280;-3624;15520;0
0;3324;-3672;15724;0
0;3284;-3684;15552;0
0;3316;-3704;15496;0
0;3248;-3684;15636;0
0;3248;-3684;15636;0
0;3304;-3688;15736;0
0;3300;-3652;15628;0
0;3344;-3620;15616;0
0;3376;-3668;15684;0
0;3360;-3720;15776;0
0;3332;-3632;15652;0
0;3416;-3664;15512;0
0;3428;-3632;15620;0
0;3416;-3640;15732;0
0;3416;-3640;15732;0
0;3328;-3724;15648;0
0;3404;-3676;15724;0
0;3436;-3576;15824;0
0;3496;-3548;15664;0
0;3456;-3584;15584;0
0;3520;-3644;15764;0
0;3452;-3620;15784;0
0;3412;-3564;15680;0
0;3448;-3612;15560;0
0;3448;-3612;15560;0
0;3452;-3584;15632;0
0;3432;-3596;15900;0
0;3428;-3612;15720;0
0;3496;-3600;15712;0
0;3508;-3588;15804;0
0;3392;-3560;15748;0
0;3476;-3700;15752;0
0;3560;-3588;15764;0
0;3624;-3536;15748;0
0;3624;-3536;15748;0
0;3528;-3520;15764;0
0;3540;-3552;15812;0
0;3496;-3548;15700;0
0;3488;-3544;15808;0
0;3544;-3524;15912;0
0;3472;-3508;15808;0
0;3572;-3544;15920;0
0;3564;-3508;15856;0
0;3592;-3556;15736;0
0;3560;-3608;15872;0
0;3560;-3608;15872;0
0;3532;-3580;15788;0
0;3560;-3432;15752;0
0;3544;-3456;15764;0
0;3492;-3492;15828;0
0;3500;-3392;15944;0
0;4097;-3071;-15873;0
0;3552;-3420;15864;0
0;3424;-3524;15876;0
0;3440;-3484;15936;0
0;3440;-3484;15936;0
0;3496;-3472;15824;0
0;3452;-3464;15876;0
0;3332;-3428;15704;0
0;3324;-3508;15808;0
0;3316;-3564;15744;0
0;3368;-3644;15792;0
0;3376;-3616;15916;0
0;3464;-3636;15624;0
0;3368;-3508;15656;0
0;3368;-3508;15656;0
0;3400;-3484;15784;0
0;3384;-3520;15640;0
0;3344;-3532;15840;0
0;3256;-3540;15696;0
0;3408;-3536;15640;0
0;3320;-3544;15756;0
0;3388;-3532;15708;0
0;3360;-3616;15724;0
0;3388;-3532;15776;0
0;3388;-3532;15776;0
0;3372;-3568;15688;0
0;3352;-3636;15508;0
0;3476;-3536;15540;0
0;3384;-3536;15488;0
0;3328;-3640;15580;0
0;3328;-3612;15556;0
0;3400;-3572;15508;0
0;3408;-3688;15636;0
0;3308;-3740;15672;0
0;3308;-3740;15672;0
0;3288;-3660;15668;0
0;3384;-3700;15628;0
0;3312;-3716;15556;0
0;3368;-3696;15544;0
0;3388;-3736;15560;0
0;3392;-3756;15600;0
0;3404;-3668;15536;0
0;3348;-3640;15532;0
0;3396;-3712;15432;0
0;3396;-3712;15432;0
0;3412;-3832;15484;0
0;3456;-3812;15508;0
0;3328;-3812;15576;0
0;3312;-3700;15480;0
0;3420;-3864;15500;0
0;3340;-3856;15548;0
0;3400;-3928;15524;0
0;3320;-3888;15452;0
0;3432;-3952;15524;0
0;3432;-3952;15524;0
0;3384;-3852;15528;0
0;3424;-3812;15496;0
0;3464;-3836;15460;0
0;3416;-3840;15420;0
0;3484;-3820;15620;0
0;3516;-3796;15724;0
0;3496;-3788;15648;0
0;3484;-3924;15760;0
0;3512;-3856;15756;0
0;3512;-3856;15756;0
0;3380;-3816;15496;0
0;3400;-3864;15652;0
0;3536;-3844;15716;0
0;3408;-3832;15632;0
0;3424;-3812;15780;0
0;3528;-3832;15768;0
0;3584;-3884;15780;0
0;3468;-3856;15788;0
0;3468;-3712;15796;0
0;3468;-3712;15796;0
0;3456;-3808;15708;0
0;3456;-3768;15724;0
0;3428;-3820;15648;0
0;3512;-3740;15720;0
0;3616;-3756;15828;0
0;3588;-3832;15800;0
0;3460;-3816;15796;0
0;3472;-3836;15884;0
0;3368;-3796;15808;0
0;3368;-3796;15808;0
0;3360;-3636;15772;0
0;3344;-3748;15820;0
0;3512;-3736;15728;0
0;3472;-3748;15700;0
0;3476;-3780;15800;0
0;3508;-3808;15724;0
0;3416;-3872;15744;0
0;3404;-3864;15700;0
0;3456;-3860;15672;0
0;3456;-3860;15672;0
0;3440;-3816;15708;0
0;3484;-3828;15744;0
0;3368;-3752;15692;0
0;3492;-3644;15664;0
0;3460;-3620;15712;0
0;3440;-3752;15864;0
0;3528;-3780;15732;0
0;3400;-3744;15732;0
0;3428;-3640;15736;0
0;3428;-3640;15736;0
0;3452;-3696;15712;0
0;3512;-3676;15620;0
0;3512;-3716;15804;0
0;3468;-3680;15836;0
0;3392;-3800;15672;0
0;3332;-3648;15704;0
0;3448;-3672;15592;0
0;3472;-3684;15564;0
0;3480;-3624;15712;0
0;3480;-3624;15712;0
0;3316;-3680;15604;0
0;3436;-3636;15636;0
0;3508;-3728;15688;0
0;3416;-3828;15664;0
0;3480;-3732;15596;0
0;3320;-3772;15664;0
0;3444;-3684;15736;0
0;3384;-3656;15612;0
0;3456;-3656;15536;0
0;3340;-3656;15728;0
0;3340;-3656;15728;0
0;3320;-3712;15824;0
0;3396;-3748;15612;0
0;3412;-3700;15552;0
0;3388;-3744;15596;0
0;3356;-3732;15580;0
0;3408;-3728;15592;0
0;3452;-3656;15752;0
0;3332;-3744;15696;0
0;3384;-3732;15592;0
0;3384;-3732;15592;0
0;3308;-3688;15608;0
0;3368;-3572;15708;0
0;3424;-3564;15788;0
0;3396;-3568;15688;0
0;3416;-3660;15672;0
0;3376;-3600;15696;0
0;3376;-3580;15608;0
0;3440;-3640;15532;0
0;3376;-3596;15672;0
0;3376;-3596;15672;0
0;3384;-3680;15704;0
0;3332;-3780;15712;0
0;3484;-3648;15760;0
0;3468;-3604;15760;0
0;3384;-3624;15776;0
0;3372;-3608;15764;0
0;3432;-3692;15704;0
0;3384;-3584;15744;0
0;3448;-3616;15724;0
0;3448;-3616;15724;0
0;3396;-3684;15720;0
0;3372;-3604;15816;0
0;3360;-3704;15632;0
0;3352;-3576;15692;0
0;3428;-3656;15700;0
0;3484;-3632;15616;0
0;3388;-3684;15612;0
0;3500;-3636;15676;0
0;3464;-3652;15656;0
0;3464;-3652;15656;0
0;3460;-3660;15664;0
0;3516;-3640;15636;0
0;3504;-3592;15636;0
0;3496;-3660;15648;0
0;3528;-3684;15672;0
0;3516;-3532;15764;0
0;3548;-3532;15712;0
0;3492;-3620;15716;0
0;3520;-3608;15652;0
0;3520;-3608;15652;0
0;3428;-3540;15664;0
0;3492;-3624;15764;0
0;3460;-3692;15768;0
0;3464;-3764;15704;0
0;3384;-3604;15728;0
0;3396;-3668;15792;0
0;3488;-3684;15732;0
0;3480;-3700;15736;0
0;3440;-3652;15892;0
0;3440;-3652;15892;0
0;3368;-3636;15720;0
0;3416;-3572;15736;0
0;3508;-3604;15788;0
0;3496;-3600;15684;0
0;3520;-3572;15716;0
0;3468;-3620;15732;0
0;3556;-3640;15712;0
0;3436;-3644;15620;0
0;3396;-3640;15664;0
0;3396;-3640;15664;0
0;3408;-3676;15600;0
0;3472;-3668;15596;0
0;3576;-3636;15596;0
0;3468;-3624;15692;0
0;3488;-3680;15636;0
0;3456;-3680;15592;0
0;3476;-3624;15648;0
0;3376;-3664;15604;0
0;3468;-3568;15588;0
0;3468;-3568;15588;0
0;3488;-3680;15656;0
0;3476;-3664;15448;0
0;3480;-3660;15676;0
0;3360;-3596;15672;0
0;3428;-3588;15572;0
0;3412;-3688;15556;0
0;3420;-3720;15584;0
0;3404;-3688;15512;0
0;3488;-3596;15584;0
0;3488;-3596;15584;0
0;3512;-3496;15592;0
0;3464;-3508;15548;0
0;3472;-3636;15596;0
0;3464;-3652;15672;0
0;3412;-3788;15608;0
0;3364;-3720;15648;0
0;3376;-3596;15532;0
0;3384;-3708;15428;0
0;3404;-3656;15552;0
0;3404;-3656;15552;0
0;3468;-3692;15600;0
0;3492;-3656;15608;0
0;3488;-3640;15572;0
0;3580;-3660;15512;0
0;3360;-3592;15632;0
0;3428;-3680;15584;0
0;3404;-3720;15544;0
0;3408;-3668;15528;0
0;3336;-3648;15656;0
0;3336;-3648;15656;0
0;3408;-3768;15728;0
0;3472;-3740;15724;0
0;3332;-3712;15720;0
0;3292;-3692;15632;0
0;3384;-3760;15576;0
0;3348;-3752;15692;0
0;3388;-3740;15688;0
0;3296;-3784;15684;0
0;3492;-3784;15672;0
0;3500;-3792;15648;0
0;3500;-3792;15648;0
0;3352;-3752;15716;0
0;3372;-3808;15696;0
0;3448;-3792;15688;0
0;3404;-3844;15836;0
0;3428;-3752;15648;0
0;3484;-3792;15620;0
0;3504;-3784;15720;0
0;3444;-3724;15740;0
0;3468;-3712;15716;0
0;3468;-3712;15716;0
0;3448;-3728;15744;0
0;3452;-3784;15696;0
0;3320;-3820;15748;0
0;3388;-3876;15788;0
0;3412;-3788;15736;0
0;3424;-3732;15728;0
0;3500;-3732;15764;0
0;3520;-3776;15824;0
0;3456;-3768;15808;0
0;3456;-3768;15808;0
0;3404;-3748;15792;0
0;3440;-3820;15792;0
0;3356;-3796;15892;0
0;3308;-3744;15868;0
0;3256;-3704;15676;0
0;3340;-3624;15752;0
0;3428;-3668;15832;0
0;3336;-3660;15768;0
0;3452;-3672;15744;0
0;3452;-3672;15744;0
0;3500;-3748;15728;0
0;3352;-3844;15624;0
0;3412;-3700;15708;0
0;3320;-3792;15628;0
0;3368;-3728;15604;0
0;3396;-3716;15704;0
0;3340;-3636;15720;0
0;3328;-3688;15824;0
0;3392;-3680;15700;0
0;3392;-3680;15700;0
0;3428;-3732;15712;0
0;3432;-3680;15812;0
0;3452;-3732;15780;0
0;3440;-3680;15728;0
0;3432;-3688;15816;0
0;3368;-3684;15800;0
0;3368;-3684;15800;0
0;3448;-3680;15716;0
0;3544;-3704;15756;0
0;3440;-3632;15760;0
0;3552;-3608;15828;0
0;3468;-3692;15804;0
0;3612;-3636;15724;0
0;3620;-3640;15612;0
0;3544;-3580;15668;0
0;3568;-3548;15728;0
0;3568;-3548;15728;0
0;3540;-3724;15668;0
0;3564;-3656;15468;0
0;3576;-3708;15488;0
0;3480;-3764;15648;0
